,Date,User,Tweet
10,2022-12-22 13:29:37+00:00,Ruisu_hakushaku,@mimatoon2 Pythonといいさてはそっち系に詳しい人だな！？！？！？
11,2022-12-22 13:28:04+00:00,key3,PythonでGraphQLをお試ししている。分からないことが多いので勉強…
12,2022-12-22 13:27:57+00:00,mr4msm,"勉強がてら、Binary Indexed Tree を用いた PseudoMultiset を Python で実装しました。自分にとっての理解しやすさ、扱いやすさを重視しており、example に挙げた問題については実行時間制限に対して多少余裕があるものの、類似の機能を持つ他の実装に比べて遅いと思います。
https://t.co/yrlKIacdWH"
13,2022-12-22 13:27:32+00:00,itsuon120n,"いつおんチャンネルで新しい動画を公開しました。
【Automatic Composition】来生-Kurumu V1-No．2039【アルゴリズム作曲】 https://t.co/SJ4Nx73qiH
#音楽 #Python #自動作曲 #プログラミング #Youtube"
14,2022-12-22 13:26:36+00:00,vnd1151,"Pythonのインデントでエラーになる言語仕様、マジ困る
（たぶんインデントやってくれるツールあるけど見つけられていない）"
15,2022-12-22 13:25:04+00:00,shimomura_yu,"#今日の積み上げ メモ
今日は基礎の勉教
明日も頑張ろ

#駆け出しエンジニア
#駆け出しエンジニアと繋がりたい
#python"
16,2022-12-22 13:24:46+00:00,notch_man8600,"案件を掛け持ちし過ぎてJava/Kotlin,PHP,Ruby,JS,Python,HTML,CSSの頭を切り替える必要があり非常に辛い"
17,2022-12-22 13:23:31+00:00,N4RSHI,ActionScriptから始まり紆余曲折あってPythonとJavaScriptに落ち着いてる（途中VBとかC++とかphpとかもう雑食）けど、さすがにそろそろ新しい言語やるのはキツイかもなぁ、加齢による学習能力の衰えを少しずつ感じる。と、いいながらFlutter触り始めてるの何なんｗ
18,2022-12-22 13:23:31+00:00,vetlanprogramer,Railsや Rubyは情報初心者を狙う教材販売だらけだ。仕事なんてない。東京のWeb限定の中小企業しかないぞ。やめておけ　まだPythonのほうが仕事がある。サイエンティストになれば大企業に勤められるぞ 72   #駆け出しエンジニアと繋がりたい
19,2022-12-22 13:23:30+00:00,vetlanprogramer,Railsや Rubyは情報初心者を狙う教材販売だらけだ。仕事なんてない。東京のWeb限定の中小企業しかないぞ。やめておけ　まだPythonのほうが仕事がある。サイエンティストになれば大企業に勤められるぞ 96   #駆け出しエンジニアと繋がりたい
20,2022-12-22 13:21:55+00:00,snifkin06,ちなみにPythonやSQL あたりらしいです！
21,2022-12-22 13:21:49+00:00,7CnppNytfUw3YEH,"@RPA_python @livedoornews というか実際にありますね
https://t.co/4WSryuMzOM"
22,2022-12-22 13:21:06+00:00,F4llX99,TypeScriptもJavaもPythonもGoも全然わからん
23,2022-12-22 13:20:29+00:00,vnd1151,"大学の時のC言語が基礎になっててそこからJava、Perl、JavaScript、Pythonを中途半端に書いてる
なおJavaはもう書けない"
24,2022-12-22 13:20:26+00:00,7CnppNytfUw3YEH,@RPA_python @livedoornews それもあるかもしれませんが、実際に習ってる内容のレベルが簡単すぎてつまらないっていう理由もあると思いますよ
25,2022-12-22 13:18:43+00:00,BWqcN0ExIofXFje,@kira_python 理論と実践！
26,2022-12-22 13:18:32+00:00,fighter__41,"実際野球のデータ分析ってどうやってやるんだろ
普通にRとかPython使ってやるんかな"
27,2022-12-22 13:18:19+00:00,goal_ti,@python_lady あまりにも美味しかったから食べさせたくなったんですかね😁
28,2022-12-22 13:18:07+00:00,atarashicho,"#Python 関連の最新注目書籍
#データベース処理 部門売上ランキング 5位！
『Kaggleで勝つデータ分析の技術』
https://t.co/ZP94cOwCVW"
29,2022-12-22 13:16:21+00:00,pikopik76894561,"#Python 
#プログラミング独学
#プログラミング勉強中 
#プログラミング初心者 

ありゃりゃ・・・
また、Flaskでエラーが出てきた！！
悔しい。
何が間違っているのだろう？？"
30,2022-12-22 13:15:52+00:00,yutachinthe1st,"@ajgmeja あー、だからか。。。
なんか、世間で随分声高に言われてる割には、なんか求人少ないなー、と。

PythonよりJavaScript系の方が多いんですよね。node.jsとかReactとか。そっちに切り替えようかしらん。。。"
31,2022-12-22 13:15:43+00:00,_kyuuri,pythonにOpenCL導入すんのめんどすぎないか？？
32,2022-12-22 13:15:41+00:00,itigo_engineer,"Twitterから指定IDのツイートを取得してExcelに出力するアプリケーションが使用されました。
AID:_uKY-AZ9YXk 2022年12月22日 22:15:40
#Python
#駆け出しエンジニアと繋がりたい
#駆け出しエンジニア
yoshinari1978"
33,2022-12-22 13:13:57+00:00,ajgmeja,"@yutachinthe1st 当面はあくまでツールですねぇ。
使いこなす人とそうでない人とで今後かなり差が出てくるのでは？という気がします。

pythonのお仕事っていうと、プログラミング以外の知識が求められる印象がありますね。。。
データサイエンスとか、それこそ機械学習とか。。。求人少ないイメージあります😢"
34,2022-12-22 13:12:31+00:00,affiliate_niina,@python_begin パイソン初学者さん、どう致しまして💖
35,2022-12-22 13:11:48+00:00,affiliate_niina,"@python_begin パイソン初学者さん、ありがとうございます💖
明日の18時に解答をツイートします^^"
36,2022-12-22 13:09:33+00:00,mima_ita,"Google Colaboがあればお手軽に試せそうな感じ。

Pythonで学ぶ衛星データ解析基礎――環境変化を定量的に把握しよう Kindle版
https://t.co/JREeURrPa2"
37,2022-12-22 13:09:07+00:00,kamikudakun,ARで某エネルギーの波動を出す https://t.co/p8DFxmjUOM #Python #Unity #OBS #PoseNet #AdventCalendar2022
38,2022-12-22 13:08:25+00:00,Hotta3216,"強引に誘ってください～とのこと
Python Nightやりますよ
輪読会もやりますよ
Python講座中級もありますよ（たぶん）
#ノンプロ研 #年末BT_B会場"
39,2022-12-22 13:08:20+00:00,cS5BGLr5iQatwKS,"若手社員がpythonでの統計解析を勉強したいようで、導入の相談があった。

研究者として、若いうちから「最先端」に触れる癖をつけることは大事なので、こういった相談は嬉しいものです🙂

原理や計算理論を勉強して、優秀な研究に育っておくれ😌"
40,2022-12-22 13:08:10+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 22:08:09
2022年度開発する中で興味/関心を持ったものTOP3
https://t.co/lITV4RFZS8
#python"
41,2022-12-22 13:08:00+00:00,majide___,python（学生時代研究でdeepやってた）とC++（仕事でやってた）がちょっとできるから誰か軽めの形態で雇ってくれないかな、在宅とか
42,2022-12-22 13:07:54+00:00,tinatamago0,"Python でcsv出力したら一行空く件 https://t.co/slQ7IlUHW1 #Qiita @ryokurta256より 

一瞬躓いたけど先人がいて助かった"
43,2022-12-22 13:07:41+00:00,yutachinthe1st,"@ajgmeja 大元は人間が作ってるのと、制度は上がりますが、人間と同じ思考回路、は難しいと今のところ推測してます。

一方で、私もPythonで何か使う仕事を得たいのですが、2年以上ご縁がない；；；"
44,2022-12-22 13:07:34+00:00,discord_GPBiP,"[定期]
こんにちは、私の名前はGPBiPです
GPBiPとは、とある #Discord のボットです
ミュージック機能などもありますが、目標は
「痒い所に手が届く」ようにすること

公式Discordサーバはこちら!
https://t.co/BCzyiaOMsp

導入はこちら!
https://t.co/vbt81BvMAW

#bot #Python #GPBiP"
45,2022-12-22 13:07:28+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 22:07:27
LINE NotifyでCodeCommitコミット時の通知を設定してみた
https://t.co/6S2svuGbOF
#python"
46,2022-12-22 13:07:15+00:00,nminami10,"・ノンプロ研で学んでいたので九大のデータサイエンス講座がよく分かった

おおおお！
私もノンプロ研python受けてから大学のpythonの授業とろう

#ノンプロ研 #年末BT_B会場"
47,2022-12-22 13:06:52+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 22:06:51
【Python】csvから読み込んだ文字列が一致しないとき
https://t.co/bm3CWHgwyK
#python"
48,2022-12-22 13:06:29+00:00,taito_nonpro,"ノンプロ研の講座で自信をつけて、どんどんPythonの世界に飛び込んでいった！
#ノンプロ研 #年末BT_B会場"
49,2022-12-22 13:06:23+00:00,prog_8,「いい感じに成長する」エンジニアのキャリアと学び方 - 2023年オススメPython本を添えて - Lean Baseball / https://t.co/zYDzw4T47L #駆け出しエンジニアと繋がりたい https://t.co/l0V6VkKyGZ
50,2022-12-22 13:06:12+00:00,Hotta3216,"Python基礎を学んでたのでよかった
#ノンプロ研 #年末BT_B会場"
51,2022-12-22 13:06:08+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 22:06:07
機械学習モデルの最適化をAutoViMLにおまかせしてみる
https://t.co/tyZadfyNXx
#python"
52,2022-12-22 13:05:59+00:00,like_rpg_2022,"辞書型では、値の取得時に、car.get(""brand"")といった関数を使用するらしい。
JSだと、car.brandでいけるけど、そもそもkeyを「brand」で指定できたはず。
Pythonだと、「""brand""」と文字列入れたい場合は、クオーテーションで括らなきゃいけないのかな。

#Python初学者
#駆け出しエンジニア"
53,2022-12-22 13:05:48+00:00,GasNao703,"九州大学でPythonのデータサイエンス実績講座をしてみた
#ノンプロ研 #年末BT_B会場 
がん細胞のクラスタリングをしたりした。いろいろデータサイエンスなどいろいろできた"
54,2022-12-22 13:05:37+00:00,Hotta3216,"実はPythonデータサイエンス実践講座受けてた
データ解析、機械学習を朝から夕方まで3日間
#ノンプロ研 #年末BT_B会場"
55,2022-12-22 13:05:27+00:00,ntakahashi0505,"初級Python受講からの、Pythonデータサイエンス実践講座、朝から夕方まで3日間。
すごい！！
#ノンプロ研 #年末BT_B会場"
56,2022-12-22 13:05:04+00:00,infomotion_app,"テスト駆動Python 第2版 読書会#3  CHAPTER 4 組み込みフィクスチャ

https://t.co/MaSJWK590n

#イベント #オンラインイベント #event"
57,2022-12-22 13:04:32+00:00,rikupi_vrc,"@SainaKey 最近はpython系でいうと確かAIが機械学習のモデルをベースに三次元モデル作れるからあのへんが熱いんかもな…

今回やりたいのはサーバー内を制御するためのFastAPIを作って制御はREST APIで叩く的な奴"
58,2022-12-22 13:04:10+00:00,Hotta3216,"Pythonの魅力
何でもできる！
それな
#ノンプロ研 #年末BT_B会場"
59,2022-12-22 13:03:48+00:00,_ugarai,"pythonとかいうやつを少しかじった。
スクリプトってすごい。"
60,2022-12-22 13:03:15+00:00,developer_quant,"機械学習のための凸最適化テキストが無料公開されている。実装はPython, CVXPY, TensorFlowベース。

""Convex Optimization for Machine Learning""
https://t.co/pRTGOF6fuj https://t.co/G0VmbrU4kP"
61,2022-12-22 13:01:47+00:00,GasNao703,"９月に入会してPythonの初級講座をご卒業🌸
#ノンプロ研 #年末BT_B会場"
62,2022-12-22 13:01:06+00:00,ntakahashi0505,"次は @okagon2 さん！

糸島仲間でPython仲間！

よろしくお願いいたします！
#ノンプロ研 #年末BT_B会場"
63,2022-12-22 13:01:06+00:00,dessinkirai,Pythonわからねぇ
64,2022-12-22 13:00:35+00:00,kino_code,"Python学習サービス「キノクエスト」の紹介

▼ユーザーの声
🙎🏻‍♀️ コミュニティでのやりとりが刺激になる
🙍🏻‍♂️ ニュースなどのシェアがあるのが嬉しい
🤵🏻 楽しく学ぶ仕掛けがあるのでプログラミング学習が継続できる

▼詳細はこちら
https://t.co/B3k03EedfS https://t.co/5JG5NMWyjU"
65,2022-12-22 13:00:01+00:00,books_python,"こんばんは。Python豆知識です。
リスト内要素の出現回数をカウントする。

data = [""a"", ""b"", ""a"", ""c"", ""c""]
print(data.count(""a""))

結果 : 2"
66,2022-12-22 12:59:59+00:00,rikupi_vrc,"@SainaKey そうだねblenderはpythonだから連携できればオモロイかもだね〜

今回は例のサーバーにアカウント制御するためのAPIを生やしてあげたいのよね"
67,2022-12-22 12:59:47+00:00,fukusanity,Pythonでリアルタイムにガシガシセンサデータを描写するのって当時（2018年）Pygameぐらいしか選択肢なかった気がする． https://t.co/IDFsltttnr
68,2022-12-22 12:59:14+00:00,nana_marux,久しぶりにPython以外の人たちと飲んで思い知ったことがある　私オタクだったんだな…（やべえオタクが周りに多すぎて普通だと思ってたよパトラッシュ）
69,2022-12-22 12:59:14+00:00,Suppon2014,"python使ったことありませんでしたが、Auto MirrorのパネルをXYZ軸それぞれボタン一発でミラーモデファイア掛けられるようにする改良と、ショートカットでミラーモデファイアのClippingをOn/Offできるようにしました。ヤッタネ( ^▽^)￥
#blender https://t.co/QnabwVyY8w"
70,2022-12-22 12:56:42+00:00,MgFvix,"【2日目】
お疲れ様です。
今日は雨模様で気分も落ち込み気味でした…

今日の行動記録
・腕トレ
・python 入門３章分
・TCP/IPの勉強 1h
・AWS EC2を立てた
・読書 バビロンの大富豪 10頁

#うなの積み上げ2023⠀
#今日の積み上げ⠀
#勉強垢⠀ https://t.co/XJiy9IKBOw"
71,2022-12-22 12:54:42+00:00,2994CANDLE,@TS_python_cage ありがとうございます。すでに販売開始に向けて動き出していますのでご期待ください。
72,2022-12-22 12:54:27+00:00,UdemyCouponsNet,"【ゼロから始める入門講座】やってみよ！python！
https://t.co/X608HexEoC
#udemy #クーポン #python"
73,2022-12-22 12:54:14+00:00,tiffinstarlight,pythonのマイナスindexで何回バグらせたかわからん。リスト定義時に禁止できるようにしてくれ
74,2022-12-22 12:53:11+00:00,rikupi_vrc,python触りたいしFastAPIでもやってみるか
75,2022-12-22 12:52:59+00:00,TrialBot13,"[『独学プログラマー』の姉妹書が登場!!!]
独学コンピューターサイエンティスト Pythonで学ぶアルゴリズムとデータ構造 https://t.co/9MvAoK4Sf8 @amazonより"
76,2022-12-22 12:52:35+00:00,suzume_20EC,"こんなのあったんだ、推薦入試受験者は見たのだろうか
ボクが1年生の時……多分python千本ノックとかしてた時代の動画ですね https://t.co/0f7UMtJLB7"
77,2022-12-22 12:50:55+00:00,sacred_star,この計算式についてプログラミングは簡単だけどpythonはあまり触ったことがないのでよくわかりません！って。おい、簡単とか言うな。おい。
78,2022-12-22 12:50:52+00:00,DkoHvFHexWm7pDn,"@python_lady 私もこのグラデーション大好きっす！
ハワイに行く飛行機で初めてみてからこのグラデをみると毎回思い出します。"
79,2022-12-22 12:50:25+00:00,hirochan_sopmod,@python_lady 主題歌のkickback最高です！
80,2022-12-22 12:49:44+00:00,a_hit_by_pitch,Python講座の課題が全く終わらない。
81,2022-12-22 12:48:03+00:00,ul0829,"Pythonはカス
Privateなメンバを使わせろ"
82,2022-12-22 12:47:10+00:00,ElcTaka,"Python入門時の仮想環境は私のような石頭には不要です。
一度、開発環境がカオスになって発狂してから初めて有り難みがわかるのです。(絶賛悔中)
　
""愚者は経験に学び賢者は歴史に学ぶ""
　　　　　　　　　　　ビスマルク"
83,2022-12-22 12:47:08+00:00,kamikudakun,機械学習モデルの最適化をAutoViMLにおまかせしてみる https://t.co/GLzEE8psN7 #Python #GoogleColaboratory #AutoML #autoviz #AutoViML
84,2022-12-22 12:46:55+00:00,dreaming_mom,"@miyashin_prg こちらこそ、大変ためになるTweetをありがとうございます！
まだまだPython初心者なのですが、楽しみに拝見します！"
85,2022-12-22 12:46:24+00:00,riceball0712,Pythonのだけど、普通こうだと思うじゃん https://t.co/A3qty4yV5y
86,2022-12-22 12:46:09+00:00,pure_exp,記事を投稿しました！ 機械学習モデルの最適化をAutoViMLにおまかせしてみる [Python] on #Qiita https://t.co/0EtnVK8d5y
87,2022-12-22 12:45:59+00:00,AT525_typeA,"Python and VScode on chromeOS
完全にモバイル仮想環境を作りたい"
88,2022-12-22 12:45:57+00:00,dclghtyr,"Pythonは再帰を使わずdeque
Pythonは再帰を使わずdeque
Pythonは再帰を使わずdeque https://t.co/SJgJ9lQKSL"
89,2022-12-22 12:45:21+00:00,tocci_xyz,"旅行振り返り自動tweet
2019-09-14 京都府京田辺市の一休寺の庭園にある橋です。
 by twitter API by python
 on 2022/12/22 21:45:28 https://t.co/JS3XezaeEE"
90,2022-12-22 12:45:05+00:00,Half_bot_accoun,"2022-12-22 21:45:04 のおすすめのアイテムは↓ 
お家時間を有効にクリエイティブに Pythonではじめるデスクトップアプリ開発入門 https://t.co/bITGfALy2c"
91,2022-12-22 12:44:55+00:00,CzkaUtatane,"せっかく作ったツールが、依存部分で問題があって作り直しに。
かなり手戻りが発生してしまうが、Pythonの勉強だと思えばいいか。"
92,2022-12-22 12:43:52+00:00,Furafrafrfr,PythonやったあとにTypeScriptやると感動がある
93,2022-12-22 12:42:54+00:00,nekogotatu,"ただし、当件について
ひとつだけ言及させてもらいたい。

なぜ、Pythonが主流なんや...
(Discordに係るbot製作時の問題)"
94,2022-12-22 12:41:58+00:00,holiday303,"@python_lady おつかれ様です！
めちゃくちゃ綺麗！"
95,2022-12-22 12:41:41+00:00,turito99ona,@python_lady よっぽど美味しかったんですね〜^ ^ いいお嫁さん😊
96,2022-12-22 12:41:31+00:00,LEVEL6_144,今Pythonで集計用コード書いてるんだけどおそらく1000件全走査せざるを得ない状況になりそうでその辺の界隈の人たちに殺される
97,2022-12-22 12:40:43+00:00,Nonexp_ipi,"ある仕事でTwitterの情報収集をお願いされ、流石に何百何千あるかわからない情報を手作業でやるのは面倒くさいと思いPythonを使って自動でやってもらおうとしたらTwitter大先生はスクレイピングが禁止。
APIの申請をしないといけないらしく面倒くさいの重箱構造に陥り何も出来ていない。"
98,2022-12-22 12:40:00+00:00,xxTKNXIIIxx_fps,Pythonとか触ったことなかったけど、まぁなんとかなるもんやね
99,2022-12-22 12:38:29+00:00,investortat,"PythonでSUUMOをスクレイピングして賃貸物件情報を収集する方法について解説しました

短いコードでスクレイピングできてしまうPythonはやっぱり最強です

初心者でも学びやすい言語なのでオススメです
#駆け出しエンジニアと繋がりたい #Python #プログラミング初心者 
https://t.co/2sWPb3zSoE"
100,2022-12-22 12:37:08+00:00,nicolarchang666,DG Spider Het Clown Het Cryptic Ball Python by Jonathon Sell Reptiles - MorphMarket 淫紋ヘッドスタンプ https://t.co/7BWIPnuQsm
101,2022-12-22 12:36:33+00:00,booklist_blog,"""「いい感じに成長する」エンジニアのキャリアと学び方 - 2023年オススメPython本を添えて - Lean Baseball"" https://t.co/aZD1Iq9MDW"
102,2022-12-22 12:33:50+00:00,HeyHanachan,"Okapieさん、VBAもGASもPythonもしてるの！すごい！！
#ノンプロ研 #年末BT_A会場"
103,2022-12-22 12:31:43+00:00,shogo0x2e,いや、Python が快適すぎるんよ、list とか tuple とかその辺
104,2022-12-22 12:31:03+00:00,shogo0x2e,Python のオーバーヘッドが気になり始めたら C++ に戻るのでも遅くはないだろう
105,2022-12-22 12:31:02+00:00,takemoto_youdou,"【初心者は何から始めたら効率が良いのか？】
コンサルティングやプログラミング仕事は
Gから始めると儲かるかもしれない
https://t.co/QvI2ddr6oL

#Golang #Python #TypeScript"
106,2022-12-22 12:30:23+00:00,shogo0x2e,決めました、Python で競プロやります
107,2022-12-22 12:30:02+00:00,y__hayashi,"どんなサーバーでも使える
 https://t.co/ucQNXnxRkk
#buildree #php #Laravel #fuelphp #フレームワーク #apache #nginx #エンジニア #python #go #nodejs #プログラミング学習 #プログラミング初心者"
108,2022-12-22 12:29:25+00:00,wakara_nagomi,"プログラミング言語として習得必須になりつつあるPython。
他言語と比較し、Pythonでデータ分析を行う為に必要な事を学べます。

Pythonデータ分析超入門講義風景です。
https://t.co/vh044z94M5 #和から #集団セミナー #Python"
109,2022-12-22 12:26:35+00:00,nano8y,"Python勉強中
powerpointをPDF変換できた！

#Python　#プログラミング初心者 https://t.co/yCewjbozwL"
110,2022-12-22 12:26:09+00:00,kamikudakun,Pythonで点群処理ワンライナー https://t.co/rJdG02ZzOH #Python #numpy
111,2022-12-22 12:25:44+00:00,edanage_trpg,今はC#とphpとpythonしか触ってない
112,2022-12-22 12:25:41+00:00,pikopik76894561,"#Python 
#プログラミング独学
#プログラミング勉強中 
#プログラミング初心者 

本日も、継続して、Flaskを勉強中。
今、DB登録したものを編集できるようにしております。"
113,2022-12-22 12:25:38+00:00,aiueo4416kt,"PythonとRubyどっちがいいですかね？
今までの経歴を生かすならPythonだけど、楽しむならRubyのような。
皆さんはどちらを学びましたか？"
114,2022-12-22 12:24:32+00:00,maochanz,【Python】2022年 = 令和4年 = 平成34年 = 昭和97年 というような 西暦 - 元号 対照表 https://t.co/GRxEOjydaT  #プログラミング初心者 #プログラミングスクール #プログラミング #pythoncode
115,2022-12-22 12:23:24+00:00,takutaku2017928,@python_octopus よき〜(*´ー｀*)頑張れ！きたちゃん！
116,2022-12-22 12:22:08+00:00,kamikudakun,【Python】csvから読み込んだ文字列が一致しないとき https://t.co/Pf8YJuWQex #Python #CSV #文字列 #文字コード #Python3
117,2022-12-22 12:21:44+00:00,Nazovrc_Furry,Pythonちゃん僕嫌いになったからJavascriptちゃんを迎えて作りたい（時間無い）
118,2022-12-22 12:21:24+00:00,stealthinu,Windowsのストアで入れたPythonのバージョンを切り替える方法。設定-&gt;アプリ-&gt;アプリの詳細設定-&gt;アプリ実行エイリアス / “Pythonディストリビューション使い分けのポイントを考えてみよう（Windows編）” https://t.co/53jFwAu9Jd
119,2022-12-22 12:21:06+00:00,omisoshirudesu8,"@python_lady ちさとさん、お疲れさまです！
カンパイ🍻"
120,2022-12-22 12:20:38+00:00,fkmbv,PythonてBASICに近いのかなとか勝手に思ってる
121,2022-12-22 12:18:49+00:00,yktn_4495,@python_lady かわいい。
122,2022-12-22 12:18:33+00:00,2bitpng,"@arcsec_std math.isclose(n,int(n))とかはどうでしょうか。(pythonの場合)"
123,2022-12-22 12:15:55+00:00,trendsbot4,"日本の今のトレンド第1位は'#ブルアカらいぶ年末SP'だ！，関連ワードを可視化しました！ #python, #wordcloud https://t.co/UWd9mT4cMq"
124,2022-12-22 12:15:28+00:00,TTRS_Yoshi_KU,Pythonを勉強する気力がないのであわよくばC++で機械学習の勉強をしたいわね
125,2022-12-22 12:14:16+00:00,6yota209,何回やってもPythonのカスモジュールでエラー吐くから私物のPCに怒りのケラス環境ダウンロードした
126,2022-12-22 12:13:12+00:00,SUMMIKO6477,"箕面プログラミング
ハイスキルエンジニア育成受講
①オンラインのライブ授業
②通いやすい月謝制
③プライベートレッスンあり
④ポートフォリオ制作サポートあり
⑤就職／転職の質問可能
https://t.co/AcAknGRJw7
#箕面 #プログラミング #キャンプ #オンライン #WEB #Python #DX #マンツーマン #転職"
127,2022-12-22 12:12:32+00:00,RK_040815,"【PGMからツイートしています】 2022年12月22日
以下は、Googleの検索トレンドトップ3です。
ZARA
パズドラ
川口春奈

【明日の大阪の天気予報】
明日 12月23日(金)[赤口]
天気：晴
最高気温：5度
最低気温：0度

 #Python"
128,2022-12-22 12:12:08+00:00,kamikudakun,2022年度開発する中で興味/関心を持ったものTOP3 https://t.co/ldArWz06X7 #Python #Ajax #Select2
129,2022-12-22 12:12:08+00:00,zawa43245509,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● pythonでのリモート案件で…
● 今気になる人いる？
● 結婚してください！
● 好きなトレーニングは？
#質問箱 #匿名質問募集中

https://t.co/00X6mXSS7x"
130,2022-12-22 12:12:08+00:00,kohaku935,"後半戦、トップバッターは、Shin8さんから。
Python講座では、ホストでお世話になりました～。ありがとうございました。

#ノンプロ研 #年末BT_A会場"
131,2022-12-22 12:11:35+00:00,halufujimura,"@python_begin パイソンさん、ありがとうございます。
ついに成功への切符をつかんだ思いです😎✨

これからは自分もTwitter上で変態性を発揮していきたいと思います！！"
132,2022-12-22 12:10:53+00:00,homuhomu1242,@python_octopus 演奏頑張る喜多ちゃんすこです^_^
133,2022-12-22 12:08:33+00:00,trendsbot4,"日本の今のトレンド第1位は'#ブルアカらいぶ年末SP'だ！，関連ワードを可視化しました！ #python, #wordcloud https://t.co/ktMnnwYKBM"
134,2022-12-22 12:08:15+00:00,39boo39,@python_lady 毎週楽しみにしてます
135,2022-12-22 12:08:13+00:00,_piron,@chibideko314 多分やったらPythonより楽じゃね？となると思う。
136,2022-12-22 12:07:12+00:00,Pythonlearnin11,"2022-12-22 21:07:11 のおすすめのアイテムは↓ 
お家時間を有効にクリエイティブに Pythonではじめるデスクトップアプリ開発入門 https://t.co/8EYnpMo6j3"
137,2022-12-22 12:06:56+00:00,taisa_2nd,あんまりpython 書いてこなかったからあれだけど、Rust、Cあたりと細いところの勝手が違くて書きたい気持ちが削がれる。
138,2022-12-22 12:05:25+00:00,nyankoaaaaaaaa,"しごおわ！
Pythonのリスト内包表記強くないですか？
forループのネストも深くならないし気持ちよすぎだろ！"
139,2022-12-22 12:04:32+00:00,hiro_utamaru2,"PythonとかGoとかだと文末は改行だけでいいからね
なれるとそっちのほうが楽だなって思う"
140,2022-12-22 12:04:14+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 21:04:13
SARIMAでUSD/JPY相場を予測してみた
https://t.co/QDjKOKT076
#python"
141,2022-12-22 12:03:33+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 21:03:32
【python】勉強メモ　速習Flask①
https://t.co/hD8D7u6bdi
#python"
142,2022-12-22 12:02:54+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 21:02:53
[matplotlib] contourfでカラーバーの上限と下限を設定する
https://t.co/A1MfLxWx6k
#python"
143,2022-12-22 12:02:07+00:00,takuhoTech,モノクロ化はpythonに限る https://t.co/blkk9Hnicp
144,2022-12-22 12:01:07+00:00,kamikudakun,pywebviewで画面遷移ほかいろいろ https://t.co/QjCieYyk1x #Python #pywebview
145,2022-12-22 12:00:06+00:00,TechnologyBook8,[最大50%OFF] お仕事Python https://t.co/A0EsWnV2wl 著作：日経ソフトウエア
146,2022-12-22 12:00:01+00:00,kakedashiman1,"「Pythonに入門するために、どのUdemy講座を受講しよう？」で悩んでいませんか。

下のサイトに「ITエンジニアがPython学習によく使っているUdemy講座」をランキング形式でまとめました！

ちなみに、レビュー記事も掲載しています！

↓ Pythonのオススメ講座ランキング ↓
https://t.co/QfCPw0NIom"
147,2022-12-22 11:58:02+00:00,Mee_6o,@Osamaro8113 日本そう、Java、Python、C言語が好かれる
148,2022-12-22 11:57:10+00:00,kamikudakun,[matplotlib] contourfでカラーバーの上限と下限を設定する https://t.co/DpaJLyDFqP #Python #matplotlib #可視化
